# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.345151485644112799e-02 2.327195423658797932e-02 4.583600628082914324e-02 3.815604360549765608e-03 9.058009636057517315e-04 1.257252013090362714e-03 1.529710954117869948e-01 2.067071659528343583e-02 3.385673932145118973e-03 3.325539708005499032e-03 6.565103057175247694e-04 5.388787018891003479e-04 2.532446956249319037e-01 4.913272426943521287e-02 1.023744043582071406e+01 9.520492873343750162e+00 8.232878163369863889e-02 9.222276539011992763e-03 1.388161934611950501e-03 1.410531332376879516e-03 3.333241680782829657e-03 1.533774961102362701e-02 3.827024556386895288e-02 1.163524656452797901e-01 5.585408681314943738e-03 4.319953550426922084e-02 4.487940794732467494e-03 6.425775354774739912e-05 4.450238849592349187e-04 1.835561659439059008e-03 2.248581933290234522e-04 6.490512442434016004e-03 3.222644994610028655e-03 1.460606104468813301e-03 1.399065043347567190e-03 2.084164407776678204e-03 3.345151485644112799e-02 2.327195423658797932e-02 4.583600628082914324e-02 3.815604360549765608e-03 9.058009636057517315e-04 1.257252013090362714e-03 1.529710954117869948e-01 2.067071659528343583e-02 3.385673932145118973e-03 3.325539708005499032e-03 6.565103057175247694e-04 5.388787018891003479e-04 2.532446956249319037e-01 4.913272426943521287e-02 1.023744043582071406e+01 9.520492873343750162e+00 8.232878163369863889e-02 9.222276539011992763e-03 1.388161934611950501e-03 1.410531332376879516e-03 3.333241680782829657e-03 1.533774961102362701e-02 3.827024556386895288e-02 1.163524656452797901e-01 5.585408681314943738e-03 4.319953550426922084e-02 4.487940794732467494e-03 6.425775354774739912e-05 4.450238849592349187e-04 1.835561659439059008e-03 2.248581933290234522e-04 6.490512442434016004e-03 3.222644994610028655e-03 1.460606104468813301e-03 1.399065043347567190e-03 2.084164407776678204e-03
1.000000000000000000e+03 1.981233252578143617e-04 1.147192770671875631e-05 2.446904407876713487e-03 4.120134238190277791e-05 1.645044505055211215e-03 3.641939660290084181e-03 1.712673111753655706e-04 4.848999778115463795e-05 1.024665870436462269e-02 8.768480711754300660e-02 1.592172379514661114e-04 4.726672980477065707e-05 2.345403864114624648e-01 1.300616913038329440e-06 1.017063335604587593e+01 8.919734773015344231e+00 1.722942064262294770e-05 1.659605468456809034e-05 2.443204458487762548e-03 2.960054089634997390e-04 3.030790769832514145e-04 4.536099788341503439e-04 1.143249884750826683e-03 1.658440131423701740e-04 9.043126789123612976e-06 4.649987814478841702e-06 6.349218713344077207e-06 9.503669092966307574e-03 7.222023404049378315e-02 1.420449318743696862e-03 5.123042424225986331e-03 9.211899094751602136e-04 1.892802127444118804e-04 2.710767508295915186e-05 9.132955277956190346e-05 7.746798792004446873e-06 1.981233252578143617e-04 1.147192770671875631e-05 2.446904407876713487e-03 4.120134238190277791e-05 1.645044505055211215e-03 3.641939660290084181e-03 1.712673111753655706e-04 4.848999778115463795e-05 1.024665870436462269e-02 8.768480711754300660e-02 1.592172379514661114e-04 4.726672980477065707e-05 2.345403864114624648e-01 1.300616913038329440e-06 1.017063335604587593e+01 8.919734773015344231e+00 1.722942064262294770e-05 1.659605468456809034e-05 2.443204458487762548e-03 2.960054089634997390e-04 3.030790769832514145e-04 4.536099788341503439e-04 1.143249884750826683e-03 1.658440131423701740e-04 9.043126789123612976e-06 4.649987814478841702e-06 6.349218713344077207e-06 9.503669092966307574e-03 7.222023404049378315e-02 1.420449318743696862e-03 5.123042424225986331e-03 9.211899094751602136e-04 1.892802127444118804e-04 2.710767508295915186e-05 9.132955277956190346e-05 7.746798792004446873e-06
2.000000000000000000e+03 2.499419144568569909e-03 2.781579631670488167e-05 1.215118107765855542e-02 4.174905069150554290e-06 1.268517811051547428e-01 6.474933265550254780e-02 7.872289278879491528e-04 1.103480113818337024e-04 1.546662071802016314e-01 2.122715026243935654e-01 5.772658771907546274e-05 3.216171593625581507e-05 1.321835337171258506e-01 2.166984874333557489e-06 8.080584187228485149e+00 5.099498726585887987e+00 1.932434577317433094e-05 9.652423159134712916e-06 7.247146239553753366e-02 2.149094111383241003e-03 4.828355981542635685e-03 1.249097220890734404e-02 1.135539988977989252e-02 6.747882853511133483e-05 1.659846116781650910e-05 3.889384322322946629e-06 2.805544345395966621e-06 8.345963924614327456e-02 2.562623565736806830e-01 7.535400780238264706e-02 4.687547016958264201e-02 8.004721778091912487e-02 6.044173132269025500e-03 4.000478988239532951e-05 6.143796425183888565e-05 1.316181609505436805e-05 2.499419144568569909e-03 2.781579631670488167e-05 1.215118107765855542e-02 4.174905069150554290e-06 1.268517811051547428e-01 6.474933265550254780e-02 7.872289278879491528e-04 1.103480113818337024e-04 1.546662071802016314e-01 2.122715026243935654e-01 5.772658771907546274e-05 3.216171593625581507e-05 1.321835337171258506e-01 2.166984874333557489e-06 8.080584187228485149e+00 5.099498726585887987e+00 1.932434577317433094e-05 9.652423159134712916e-06 7.247146239553753366e-02 2.149094111383241003e-03 4.828355981542635685e-03 1.249097220890734404e-02 1.135539988977989252e-02 6.747882853511133483e-05 1.659846116781650910e-05 3.889384322322946629e-06 2.805544345395966621e-06 8.345963924614327456e-02 2.562623565736806830e-01 7.535400780238264706e-02 4.687547016958264201e-02 8.004721778091912487e-02 6.044173132269025500e-03 4.000478988239532951e-05 6.143796425183888565e-05 1.316181609505436805e-05
3.000000000000000000e+03 3.546455254780083322e-03 2.704021868396209679e-04 2.459506467153796741e-02 8.608375420750838608e-06 3.040413992297607004e-01 1.614617710853200050e-01 1.554079246477308926e-02 2.321844328560959247e-03 1.573809520671159978e-01 1.628492504961678855e-01 1.032442413741912265e-04 1.091866824751486274e-04 7.022286935050255086e-02 1.074775650185278293e-05 4.660095176484460922e+00 2.782698346957491964e+00 7.011482915534040215e-05 3.717288885457353099e-05 6.449466745275773960e-02 2.274965557989960547e-03 1.001832002262767821e-02 6.156358295327415096e-03 1.100052036997643985e-02 1.540650189482695555e-03 1.294634710298110387e-04 2.612225375472598212e-06 8.169401294619297034e-06 6.002750717680168518e-02 2.146082138197766831e-01 1.488018368096402089e-01 3.058614494060689012e-02 2.320098627207222430e-01 2.502041867872227890e-02 8.353771130194967507e-04 2.044229304882575729e-04 9.319033240787610720e-05 3.546455254780083322e-03 2.704021868396209679e-04 2.459506467153796741e-02 8.608375420750838608e-06 3.040413992297607004e-01 1.614617710853200050e-01 1.554079246477308926e-02 2.321844328560959247e-03 1.573809520671159978e-01 1.628492504961678855e-01 1.032442413741912265e-04 1.091866824751486274e-04 7.022286935050255086e-02 1.074775650185278293e-05 4.660095176484460922e+00 2.782698346957491964e+00 7.011482915534040215e-05 3.717288885457353099e-05 6.449466745275773960e-02 2.274965557989960547e-03 1.001832002262767821e-02 6.156358295327415096e-03 1.100052036997643985e-02 1.540650189482695555e-03 1.294634710298110387e-04 2.612225375472598212e-06 8.169401294619297034e-06 6.002750717680168518e-02 2.146082138197766831e-01 1.488018368096402089e-01 3.058614494060689012e-02 2.320098627207222430e-01 2.502041867872227890e-02 8.353771130194967507e-04 2.044229304882575729e-04 9.319033240787610720e-05
4.000000000000000000e+03 3.510053398701414289e-03 9.937478531167900052e-04 3.542565653926657565e-02 2.160822382966074330e-06 2.331194003942902715e-01 1.834269835392648151e-01 1.312262400822269415e-01 8.348904979092842266e-03 1.202170808211143194e-01 1.612501485956163993e-01 1.020169845104905811e-04 6.374899952777062331e-05 2.896076750025009666e-02 6.981441464480904692e-07 1.839815900970965812e+00 1.032767415537928057e+00 2.314764113341975153e-05 2.442882845624110252e-06 2.718430640702042267e-02 1.692148500029117594e-03 3.525974953338587188e-03 5.652814729226997292e-03 4.773855959768572368e-03 9.558622161787337992e-04 2.286732777629634384e-04 1.432928888862568005e-06 1.213995962923093867e-06 4.682152588370257912e-02 1.111439093826984970e-01 7.672631361888264390e-02 5.965429003997350238e-02 1.372784928304360830e-01 4.769865313734348439e-02 2.177206772040161074e-03 2.973715446710166997e-05 4.516148077072205816e-06 3.510053398701414289e-03 9.937478531167900052e-04 3.542565653926657565e-02 2.160822382966074330e-06 2.331194003942902715e-01 1.834269835392648151e-01 1.312262400822269415e-01 8.348904979092842266e-03 1.202170808211143194e-01 1.612501485956163993e-01 1.020169845104905811e-04 6.374899952777062331e-05 2.896076750025009666e-02 6.981441464480904692e-07 1.839815900970965812e+00 1.032767415537928057e+00 2.314764113341975153e-05 2.442882845624110252e-06 2.718430640702042267e-02 1.692148500029117594e-03 3.525974953338587188e-03 5.652814729226997292e-03 4.773855959768572368e-03 9.558622161787337992e-04 2.286732777629634384e-04 1.432928888862568005e-06 1.213995962923093867e-06 4.682152588370257912e-02 1.111439093826984970e-01 7.672631361888264390e-02 5.965429003997350238e-02 1.372784928304360830e-01 4.769865313734348439e-02 2.177206772040161074e-03 2.973715446710166997e-05 4.516148077072205816e-06
5.000000000000000000e+03 1.821543526313400101e-03 4.658841560697478510e-04 2.162669290880111367e-02 2.076159355174342429e-06 1.923998403737730845e-01 1.101583188266966745e-01 4.979169322974099504e-02 3.962898678283609255e-03 8.348538283715932484e-02 1.051793952116684555e-01 1.332605641829378163e-04 8.059512563649813631e-05 9.013294541790929648e-03 5.698983680486814687e-07 6.341889719788834645e-01 2.799140503782172607e-01 1.522899275393708322e-05 2.520180139077717053e-06 1.175695374561199977e-02 3.445990838297926205e-04 1.925847962061830653e-03 2.133618703188650424e-03 1.513319826788035553e-03 3.162506668895460438e-04 9.222793336990421642e-05 5.903214296402835374e-07 1.062574986794582867e-06 2.008835919752922222e-02 8.935144966184567494e-02 5.954522935563369423e-02 1.725361376267127780e-02 7.543045062981659776e-02 2.502117770909741135e-02 1.192330754625983355e-03 4.526605746911119927e-05 4.436737663549074870e-06 1.821543526313400101e-03 4.658841560697478510e-04 2.162669290880111367e-02 2.076159355174342429e-06 1.923998403737730845e-01 1.101583188266966745e-01 4.979169322974099504e-02 3.962898678283609255e-03 8.348538283715932484e-02 1.051793952116684555e-01 1.332605641829378163e-04 8.059512563649813631e-05 9.013294541790929648e-03 5.698983680486814687e-07 6.341889719788834645e-01 2.799140503782172607e-01 1.522899275393708322e-05 2.520180139077717053e-06 1.175695374561199977e-02 3.445990838297926205e-04 1.925847962061830653e-03 2.133618703188650424e-03 1.513319826788035553e-03 3.162506668895460438e-04 9.222793336990421642e-05 5.903214296402835374e-07 1.062574986794582867e-06 2.008835919752922222e-02 8.935144966184567494e-02 5.954522935563369423e-02 1.725361376267127780e-02 7.543045062981659776e-02 2.502117770909741135e-02 1.192330754625983355e-03 4.526605746911119927e-05 4.436737663549074870e-06
6.000000000000000000e+03 1.273268024276964262e-03 3.788456925136706984e-04 1.819666113870070309e-02 2.221298883445527568e-06 1.550031590958732275e-01 9.221351062354826711e-02 3.144891588231833041e-02 3.929405897989072388e-03 6.978415142233569679e-02 8.055646544679363752e-02 1.319988508970198419e-04 7.629151905162555184e-05 4.363901682473024166e-03 4.688945970808394595e-07 2.901892813953997896e-01 1.015382101120050201e-01 1.242838571880015344e-05 2.478051519160298910e-06 8.260444750052498009e-03 1.833540336864700833e-04 7.236682396172463031e-04 1.535203425098807242e-03 9.997630039638703316e-04 2.512981443894025664e-04 6.466396619074919381e-05 6.179911449260510736e-07 8.810671821866507865e-07 9.276318359197611302e-03 7.900607778314676366e-02 4.128228412238377915e-02 6.788017416838404428e-03 4.264244333634902712e-02 1.490950695815660039e-02 1.061651089413069874e-03 3.735996334491894496e-05 2.205279840799929458e-06 1.273268024276964262e-03 3.788456925136706984e-04 1.819666113870070309e-02 2.221298883445527568e-06 1.550031590958732275e-01 9.221351062354826711e-02 3.144891588231833041e-02 3.929405897989072388e-03 6.978415142233569679e-02 8.055646544679363752e-02 1.319988508970198419e-04 7.629151905162555184e-05 4.363901682473024166e-03 4.688945970808394595e-07 2.901892813953997896e-01 1.015382101120050201e-01 1.242838571880015344e-05 2.478051519160298910e-06 8.260444750052498009e-03 1.833540336864700833e-04 7.236682396172463031e-04 1.535203425098807242e-03 9.997630039638703316e-04 2.512981443894025664e-04 6.466396619074919381e-05 6.179911449260510736e-07 8.810671821866507865e-07 9.276318359197611302e-03 7.900607778314676366e-02 4.128228412238377915e-02 6.788017416838404428e-03 4.264244333634902712e-02 1.490950695815660039e-02 1.061651089413069874e-03 3.735996334491894496e-05 2.205279840799929458e-06
7.000000000000000000e+03 1.048264111880852596e-03 4.008349323211583500e-04 1.388042917771881504e-02 4.084106609713314545e-06 1.183116537410435209e-01 6.762025703361547457e-02 2.596942990721796962e-02 4.248290685548232817e-03 5.655340137206328610e-02 6.123150302027069447e-02 1.142387940659420282e-04 7.842672581602010389e-05 2.740753445146806855e-03 1.988992296030338009e-07 1.606577987232496729e-01 4.695365398690545811e-02 8.553944943216086193e-06 2.248887384893685566e-06 6.367144403566326986e-03 2.204294959164981198e-04 4.351128002043289913e-04 8.765507329204819294e-04 6.899828012357919153e-04 2.833535457902375721e-04 9.378704875800437674e-05 1.637452149188188435e-06 1.028131038442208044e-06 6.379467305262421020e-03 6.908644569959870863e-02 3.289490257707121390e-02 5.254096579388640130e-03 2.675239357775477736e-02 8.469054717680007602e-03 1.008483677689820616e-03 3.737837872625063745e-05 2.026384102090004366e-06 1.048264111880852596e-03 4.008349323211583500e-04 1.388042917771881504e-02 4.084106609713314545e-06 1.183116537410435209e-01 6.762025703361547457e-02 2.596942990721796962e-02 4.248290685548232817e-03 5.655340137206328610e-02 6.123150302027069447e-02 1.142387940659420282e-04 7.842672581602010389e-05 2.740753445146806855e-03 1.988992296030338009e-07 1.606577987232496729e-01 4.695365398690545811e-02 8.553944943216086193e-06 2.248887384893685566e-06 6.367144403566326986e-03 2.204294959164981198e-04 4.351128002043289913e-04 8.765507329204819294e-04 6.899828012357919153e-04 2.833535457902375721e-04 9.378704875800437674e-05 1.637452149188188435e-06 1.028131038442208044e-06 6.379467305262421020e-03 6.908644569959870863e-02 3.289490257707121390e-02 5.254096579388640130e-03 2.675239357775477736e-02 8.469054717680007602e-03 1.008483677689820616e-03 3.737837872625063745e-05 2.026384102090004366e-06
8.000000000000000000e+03 8.582163686714444715e-04 2.739719325182141466e-04 1.052576780353159727e-02 2.255449501176216238e-06 1.003933021092845990e-01 5.635683344404440048e-02 2.110544995948591962e-02 3.394473169531306376e-03 4.825593525232597936e-02 4.691964995661693921e-02 7.008478190094109025e-05 5.277533749232355922e-05 2.057452928401445977e-03 2.401545270017431411e-07 1.076387058001579827e-01 2.827446731525461512e-02 4.745692009511894477e-06 1.369985819314892043e-06 5.180351661846874754e-03 1.982551474085078092e-04 2.818247682375929703e-04 5.645291806199432931e-04 4.803172664110061190e-04 2.888677887065332949e-04 6.232372804141460959e-05 1.600507037131173615e-06 5.879732360695910914e-07 3.713535266374417328e-03 5.907637140864793746e-02 2.994404044963168074e-02 3.962711055181070488e-03 1.994341231719213778e-02 5.297498407654521561e-03 8.259874765266071598e-04 2.427011604293802154e-05 6.149685855850655712e-07 8.582163686714444715e-04 2.739719325182141466e-04 1.052576780353159727e-02 2.255449501176216238e-06 1.003933021092845990e-01 5.635683344404440048e-02 2.110544995948591962e-02 3.394473169531306376e-03 4.825593525232597936e-02 4.691964995661693921e-02 7.008478190094109025e-05 5.277533749232355922e-05 2.057452928401445977e-03 2.401545270017431411e-07 1.076387058001579827e-01 2.827446731525461512e-02 4.745692009511894477e-06 1.369985819314892043e-06 5.180351661846874754e-03 1.982551474085078092e-04 2.818247682375929703e-04 5.645291806199432931e-04 4.803172664110061190e-04 2.888677887065332949e-04 6.232372804141460959e-05 1.600507037131173615e-06 5.879732360695910914e-07 3.713535266374417328e-03 5.907637140864793746e-02 2.994404044963168074e-02 3.962711055181070488e-03 1.994341231719213778e-02 5.297498407654521561e-03 8.259874765266071598e-04 2.427011604293802154e-05 6.149685855850655712e-07
9.000000000000000000e+03 6.706538947389265081e-04 1.921669400485279957e-04 8.165581282735175431e-03 1.833036472801857949e-06 8.465836344157713633e-02 4.936723063102593789e-02 1.698764690074749256e-02 2.807480999069696549e-03 4.040467108669709706e-02 3.653036008924544220e-02 4.886545231787238009e-05 3.129440643763202646e-05 1.618795299943232490e-03 4.292312392698171910e-07 7.956758706225081079e-02 1.968619159547337766e-02 2.866876789174016571e-06 8.137387649780867807e-07 4.197252381600324531e-03 1.299323169360025638e-04 1.607634437305175453e-04 4.364752311642045024e-04 3.382484059411006443e-04 2.333540652362062098e-04 4.555109693299845054e-05 1.348124906564819979e-06 3.734552275417175996e-07 2.024129445234346299e-03 4.748549163307294596e-02 2.655737661113095893e-02 2.942406194726692945e-03 1.636385774802496390e-02 3.879694090816651880e-03 6.183846422238210329e-04 1.483627545768296601e-05 9.179486154413208839e-07 6.706538947389265081e-04 1.921669400485279957e-04 8.165581282735175431e-03 1.833036472801857949e-06 8.465836344157713633e-02 4.936723063102593789e-02 1.698764690074749256e-02 2.807480999069696549e-03 4.040467108669709706e-02 3.653036008924544220e-02 4.886545231787238009e-05 3.129440643763202646e-05 1.618795299943232490e-03 4.292312392698171910e-07 7.956758706225081079e-02 1.968619159547337766e-02 2.866876789174016571e-06 8.137387649780867807e-07 4.197252381600324531e-03 1.299323169360025638e-04 1.607634437305175453e-04 4.364752311642045024e-04 3.382484059411006443e-04 2.333540652362062098e-04 4.555109693299845054e-05 1.348124906564819979e-06 3.734552275417175996e-07 2.024129445234346299e-03 4.748549163307294596e-02 2.655737661113095893e-02 2.942406194726692945e-03 1.636385774802496390e-02 3.879694090816651880e-03 6.183846422238210329e-04 1.483627545768296601e-05 9.179486154413208839e-07
