# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.714130361586112108e-02 2.281370427974792059e-01 1.343985184909509967e-01 1.154892890580875520e+00 3.249342631858354036e-01 5.377823429931394283e-01 5.659162808185481779e-04 9.458551509385508538e-02 6.839571384940142280e-04 8.722403258955979677e-02 5.170514754739365115e-02 1.360984210991038855e-02 7.100119292427317652e-02 5.849165935537527575e-03 1.513385898355350430e-02 2.714130361586112108e-02 2.281370427974792059e-01 1.343985184909509967e-01 1.154892890580875520e+00 3.249342631858354036e-01 5.377823429931394283e-01 5.659162808185481779e-04 9.458551509385508538e-02 6.839571384940142280e-04 8.722403258955979677e-02 5.170514754739365115e-02 1.360984210991038855e-02 7.100119292427317652e-02 5.849165935537527575e-03 1.513385898355350430e-02
1.000000000000000000e+03 4.939125503940552394e-05 1.394507063249714185e-03 1.299470967641126946e-04 1.131220391644677470e+00 2.495951023584393469e-01 4.015637611883667302e-01 4.156535202629704811e-05 3.509546467380470560e-05 3.008740905005251914e-05 8.841702523402887332e-05 6.468552915885660633e-05 1.220051250323099568e-05 3.020953217229403691e-05 3.042909414684397294e-05 2.882785570900817454e-02 4.939125503940552394e-05 1.394507063249714185e-03 1.299470967641126946e-04 1.131220391644677470e+00 2.495951023584393469e-01 4.015637611883667302e-01 4.156535202629704811e-05 3.509546467380470560e-05 3.008740905005251914e-05 8.841702523402887332e-05 6.468552915885660633e-05 1.220051250323099568e-05 3.020953217229403691e-05 3.042909414684397294e-05 2.882785570900817454e-02
2.000000000000000000e+03 2.557290575282869139e-05 1.418761234453041120e-03 6.156893219950037601e-05 1.136173084275964973e+00 2.494645207653442276e-01 3.779497870240074442e-01 3.348108982134653447e-05 3.180401374443339607e-05 9.134536491115786736e-06 2.195047022930859067e-05 1.670796978070429944e-05 7.619573104569970713e-06 4.894451539966036809e-06 9.339322454065244767e-05 3.493141642693505661e-02 2.557290575282869139e-05 1.418761234453041120e-03 6.156893219950037601e-05 1.136173084275964973e+00 2.494645207653442276e-01 3.779497870240074442e-01 3.348108982134653447e-05 3.180401374443339607e-05 9.134536491115786736e-06 2.195047022930859067e-05 1.670796978070429944e-05 7.619573104569970713e-06 4.894451539966036809e-06 9.339322454065244767e-05 3.493141642693505661e-02
3.000000000000000000e+03 2.642647969106029463e-05 1.290415238639900210e-03 4.018969661218062972e-05 1.137595291447248691e+00 2.491821661482164774e-01 3.658423181803988067e-01 3.351830577186243332e-05 2.870961542159071177e-05 3.919208850886038197e-06 1.172343235151095949e-05 1.746968274813354692e-05 5.572074360165838608e-06 3.016680589709563368e-06 4.117178600659479468e-05 3.604709321563427660e-02 2.642647969106029463e-05 1.290415238639900210e-03 4.018969661218062972e-05 1.137595291447248691e+00 2.491821661482164774e-01 3.658423181803988067e-01 3.351830577186243332e-05 2.870961542159071177e-05 3.919208850886038197e-06 1.172343235151095949e-05 1.746968274813354692e-05 5.572074360165838608e-06 3.016680589709563368e-06 4.117178600659479468e-05 3.604709321563427660e-02
4.000000000000000000e+03 2.235651604685060418e-05 2.076652210040054805e-03 1.153045729227371443e-04 1.132738357697389953e+00 2.482451027245873854e-01 3.112794811839104114e-01 5.214395695961314707e-05 3.042894670237729934e-05 8.138725397915779890e-05 8.994600797410091491e-06 8.920451204941948643e-04 1.086382047145078871e-05 3.436180389582356470e-05 1.505887529811492011e-03 3.257066892753188170e-02 2.235651604685060418e-05 2.076652210040054805e-03 1.153045729227371443e-04 1.132738357697389953e+00 2.482451027245873854e-01 3.112794811839104114e-01 5.214395695961314707e-05 3.042894670237729934e-05 8.138725397915779890e-05 8.994600797410091491e-06 8.920451204941948643e-04 1.086382047145078871e-05 3.436180389582356470e-05 1.505887529811492011e-03 3.257066892753188170e-02
5.000000000000000000e+03 7.793314580261875846e-04 6.609105118869668984e-03 4.829251421770711789e-03 8.637460898888995597e-01 2.387698105261253645e-01 6.656245228583219931e-02 1.062161199302895202e-03 3.854131128720441539e-04 2.866688011892323763e-04 4.329098911032537578e-03 2.197021944626759496e-02 1.245926450058738246e-05 1.319944791973744593e-04 1.361760932854983418e-03 4.986941817372699849e-03 7.793314580261875846e-04 6.609105118869668984e-03 4.829251421770711789e-03 8.637460898888995597e-01 2.387698105261253645e-01 6.656245228583219931e-02 1.062161199302895202e-03 3.854131128720441539e-04 2.866688011892323763e-04 4.329098911032537578e-03 2.197021944626759496e-02 1.245926450058738246e-05 1.319944791973744593e-04 1.361760932854983418e-03 4.986941817372699849e-03
6.000000000000000000e+03 3.842609678070054401e-03 7.431018896010231460e-03 1.349627506081426190e-02 4.757353731281657172e-01 2.171804481434390088e-01 1.366559590789294953e-01 7.446419417631717531e-03 7.042912126490674185e-04 3.982924935063572136e-04 3.428992691544525701e-03 3.487538127606246152e-02 7.737464646807915003e-05 3.753769219815271678e-04 7.660934197085444639e-03 5.279220929859603645e-03 3.842609678070054401e-03 7.431018896010231460e-03 1.349627506081426190e-02 4.757353731281657172e-01 2.171804481434390088e-01 1.366559590789294953e-01 7.446419417631717531e-03 7.042912126490674185e-04 3.982924935063572136e-04 3.428992691544525701e-03 3.487538127606246152e-02 7.737464646807915003e-05 3.753769219815271678e-04 7.660934197085444639e-03 5.279220929859603645e-03
7.000000000000000000e+03 9.161705221740585117e-03 1.032248427241684585e-02 1.616935558509926055e-02 2.284782990335840480e-01 1.963633405821104405e-01 2.016343085665926738e-01 1.129657052365448146e-02 1.786810940043488368e-03 4.311510852082191757e-04 7.819090624599419823e-03 3.385415138595090911e-02 3.816543240903430925e-04 8.239914109572858258e-04 3.072881828017296618e-03 5.126629213072840356e-03 9.161705221740585117e-03 1.032248427241684585e-02 1.616935558509926055e-02 2.284782990335840480e-01 1.963633405821104405e-01 2.016343085665926738e-01 1.129657052365448146e-02 1.786810940043488368e-03 4.311510852082191757e-04 7.819090624599419823e-03 3.385415138595090911e-02 3.816543240903430925e-04 8.239914109572858258e-04 3.072881828017296618e-03 5.126629213072840356e-03
8.000000000000000000e+03 1.209746942148564978e-02 1.327913348161063878e-02 1.414541371462650979e-02 1.494107570189153467e-01 1.857602356801829613e-01 1.759409807710553553e-01 9.192056378524928947e-03 3.291637890790706424e-03 1.611505146589171684e-04 5.750214227784359970e-03 2.800938845014424097e-02 1.467509373205311848e-04 8.355306572390837046e-04 1.874095480791924603e-03 4.506781836659692550e-03 1.209746942148564978e-02 1.327913348161063878e-02 1.414541371462650979e-02 1.494107570189153467e-01 1.857602356801829613e-01 1.759409807710553553e-01 9.192056378524928947e-03 3.291637890790706424e-03 1.611505146589171684e-04 5.750214227784359970e-03 2.800938845014424097e-02 1.467509373205311848e-04 8.355306572390837046e-04 1.874095480791924603e-03 4.506781836659692550e-03
9.000000000000000000e+03 1.121835789487403250e-02 2.564364218592061345e-02 1.465423659984179880e-02 1.144710934363025179e-01 1.406524033674433904e-01 8.881749296060448273e-02 9.797879261586713018e-03 1.959171415925060455e-03 3.679075466142776038e-04 9.868027698048678024e-04 1.655299704357311372e-02 1.404352815300176480e-04 2.392904782145148838e-04 2.159848149131861610e-03 7.516969609072029004e-03 1.121835789487403250e-02 2.564364218592061345e-02 1.465423659984179880e-02 1.144710934363025179e-01 1.406524033674433904e-01 8.881749296060448273e-02 9.797879261586713018e-03 1.959171415925060455e-03 3.679075466142776038e-04 9.868027698048678024e-04 1.655299704357311372e-02 1.404352815300176480e-04 2.392904782145148838e-04 2.159848149131861610e-03 7.516969609072029004e-03
1.000000000000000000e+04 3.094929466630765708e-02 1.146933624657806884e-02 8.697557961270169224e-03 4.977815064157193464e-02 9.909635896250885978e-02 1.208219362231796254e-02 6.496807179869518861e-03 3.265027716159690785e-03 3.647209849138344814e-04 3.745329934558095774e-03 4.586200345977989659e-03 1.914593562768625832e-04 5.708451376485285621e-05 8.050016206272029087e-04 4.774128341473314781e-03 3.094929466630765708e-02 1.146933624657806884e-02 8.697557961270169224e-03 4.977815064157193464e-02 9.909635896250885978e-02 1.208219362231796254e-02 6.496807179869518861e-03 3.265027716159690785e-03 3.647209849138344814e-04 3.745329934558095774e-03 4.586200345977989659e-03 1.914593562768625832e-04 5.708451376485285621e-05 8.050016206272029087e-04 4.774128341473314781e-03
1.100000000000000000e+04 2.437392534360631469e-02 5.094231353573250819e-03 6.420650939813184709e-03 3.332463731539987706e-02 7.210526904153835570e-02 7.357846556287288287e-03 6.839332459472588499e-03 1.323080934291140896e-03 2.182233477632155238e-04 2.249787626956422162e-03 3.480513798787147721e-03 7.973587342925885846e-05 1.116426533261419512e-04 4.416491197653542224e-04 3.178112391348156002e-03 2.437392534360631469e-02 5.094231353573250819e-03 6.420650939813184709e-03 3.332463731539987706e-02 7.210526904153835570e-02 7.357846556287288287e-03 6.839332459472588499e-03 1.323080934291140896e-03 2.182233477632155238e-04 2.249787626956422162e-03 3.480513798787147721e-03 7.973587342925885846e-05 1.116426533261419512e-04 4.416491197653542224e-04 3.178112391348156002e-03
1.200000000000000000e+04 1.264339058700808885e-02 1.974772264744140745e-03 4.921334444498152126e-03 1.277151456050355273e-02 2.703746724048238306e-02 3.830499613569409920e-03 6.078737415996712627e-03 3.358570881032074619e-04 4.062272439802204656e-04 1.390603757327956661e-03 1.115858430102351908e-03 6.857281590185358656e-05 1.078407709124182907e-04 3.349556976034501112e-04 9.283822105326080057e-04 1.264339058700808885e-02 1.974772264744140745e-03 4.921334444498152126e-03 1.277151456050355273e-02 2.703746724048238306e-02 3.830499613569409920e-03 6.078737415996712627e-03 3.358570881032074619e-04 4.062272439802204656e-04 1.390603757327956661e-03 1.115858430102351908e-03 6.857281590185358656e-05 1.078407709124182907e-04 3.349556976034501112e-04 9.283822105326080057e-04
1.300000000000000000e+04 5.125197922417890940e-03 1.316314715054448230e-03 3.428792799782017040e-03 5.428193857317663469e-03 9.482772678699102550e-03 1.424974937997459945e-03 3.256434411423877497e-03 1.566328485778269034e-04 2.545348774951773771e-04 6.959195980569118575e-04 5.927200725811890281e-04 2.640773642678781287e-05 6.091432658154419694e-05 1.051171488374204598e-04 4.316187592972393818e-04 5.125197922417890940e-03 1.316314715054448230e-03 3.428792799782017040e-03 5.428193857317663469e-03 9.482772678699102550e-03 1.424974937997459945e-03 3.256434411423877497e-03 1.566328485778269034e-04 2.545348774951773771e-04 6.959195980569118575e-04 5.927200725811890281e-04 2.640773642678781287e-05 6.091432658154419694e-05 1.051171488374204598e-04 4.316187592972393818e-04
1.400000000000000000e+04 3.169248213199913830e-03 9.938584980715837840e-04 2.240617872186649595e-03 2.885431568950708528e-03 3.827319269574513353e-03 6.535452540291188713e-04 1.767055961486098652e-03 8.684222470991196632e-05 1.278563153834179529e-04 3.371530331472792760e-04 2.637800183529682052e-04 1.415254589769278017e-05 3.470824772500245831e-05 6.317216174635334198e-05 1.953640195156667063e-04 3.169248213199913830e-03 9.938584980715837840e-04 2.240617872186649595e-03 2.885431568950708528e-03 3.827319269574513353e-03 6.535452540291188713e-04 1.767055961486098652e-03 8.684222470991196632e-05 1.278563153834179529e-04 3.371530331472792760e-04 2.637800183529682052e-04 1.415254589769278017e-05 3.470824772500245831e-05 6.317216174635334198e-05 1.953640195156667063e-04
